#gene	-GlcN01	-GlcN02	-GlcN03	-GlcN04	-GlcN05	-GlcN06	+GlcN01	+GlcN02	+GlcN03	+GlcN04	+GlcN05	+GlcN06
ENSMUSG00000058267	577	369	520	432	447	439	404	542	473	396	373	663
ENSMUSG00000028861	450	321	441	383	371	337	341	414	305	291	319	512
ENSMUSG00000049960	496	376	484	422	390	380	333	468	349	264	326	570
ENSMUSG00000034211	608	411	517	438	507	493	433	644	473	340	396	772
ENSMUSG00000023967	536	339	408	333	442	345	297	439	792	321	260	589
ENSMUSG00000024436	818	489	631	471	533	691	448	731	761	437	451	895
ENSMUSG00000016833	455	325	392	342	343	360	280	377	339	316	282	530
ENSMUSG00000035772	35	30	26	32	28	30	39	48	39	15	17	34
ENSMUSG00000054312	441	388	426	375	351	397	276	411	408	299	289	519
ENSMUSG00000032459	319	251	291	260	262	304	256	306	292	245	178	382
ENSMUSG00000023723	499	322	412	386	410	407	387	487	442	321	407	620
ENSMUSG00000020477	489	367	469	443	420	490	423	595	427	349	295	718
ENSMUSG00000014551	275	153	196	143	224	165	179	218	193	159	209	288
ENSMUSG00000037740	444	250	384	291	363	369	297	368	348	246	309	501
ENSMUSG00000041632	527	335	477	335	343	386	367	456	398	224	283	515
ENSMUSG00000040269	341	232	320	266	300	327	244	320	321	240	227	374
ENSMUSG00000021731	451	277	366	299	304	368	278	419	334	287	293	480
ENSMUSG00000031533	671	427	613	378	440	489	422	727	415	361	321	781
ENSMUSG00000029918	218	139	204	166	180	132	149	213	170	125	173	246
ENSMUSG00000038880	551	352	447	367	432	492	468	519	396	340	310	692
ENSMUSG00000040112	488	420	535	415	350	460	265	498	315	300	243	606
ENSMUSG00000061474	25	20	17	19	23	26	25	36	23	17	22	33
ENSMUSG00000027374	665	552	681	655	521	642	504	727	535	378	385	864
ENSMUSG00000039680	159	80	92	89	168	89	105	115	151	98	124	160
ENSMUSG00000046756	1047	755	979	834	913	970	865	1135	913	774	582	1407
ENSMUSG00000060679	471	355	462	406	353	403	260	429	316	337	302	571
ENSMUSG00000026887	431	300	360	305	313	320	315	349	415	256	276	494
ENSMUSG00000021339	233	149	156	171	174	202	163	237	249	136	188	279
ENSMUSG00000028741	344	234	254	240	249	287	234	338	277	206	246	422
ENSMUSG00000005611	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000024673	41	52	137	177	261	32	19	28	18	37	227	29
ENSMUSG00000024731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067571	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000094584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024680	0	0	0	0	1	0	12	0	0	1	0	1
ENSMUSG00000024681	1	0	0	3	3	0	17	0	0	0	4	1
ENSMUSG00000056290	219	38	56	34	154	34	30	38	57	51	242	99
ENSMUSG00000024675	100	18	15	17	85	10	48	12	30	29	180	42
ENSMUSG00000024678	300	151	175	212	308	131	188	160	83	132	199	304
ENSMUSG00000054523	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024677	265	45	65	45	293	32	97	37	59	50	768	115
ENSMUSG00000079419	283	38	97	60	442	57	148	51	87	76	1242	160
ENSMUSG00000024679	379	64	99	77	599	42	154	56	124	83	1336	180
ENSMUSG00000024672	44	8	11	12	71	6	6	1	12	8	119	19
ENSMUSG00000024730	272	16	11	19	387	11	87	16	22	32	755	139
ENSMUSG00000025930	17	3	14	9	16	5	15	8	4	18	22	17
ENSMUSG00000047002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024151	403	185	294	229	306	186	178	236	191	185	238	366
ENSMUSG00000014850	317	191	287	272	261	317	163	283	285	306	289	443
ENSMUSG00000005493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007035	1	4	1	1	1	2	0	0	0	2	0	0
ENSMUSG00000005370	535	201	249	291	408	242	278	308	339	213	368	496
ENSMUSG00000054256	2	4	1	1	0	2	1	4	0	1	0	4
ENSMUSG00000069769	505	266	357	245	329	353	282	436	305	328	400	560
ENSMUSG00000052915	1059	626	774	806	870	742	849	927	925	817	1054	1333
ENSMUSG00000066415	636	380	465	463	524	433	444	534	458	475	619	757
ENSMUSG00000031358	701	507	506	475	587	503	548	678	502	378	529	839
ENSMUSG00000047669	43	22	21	31	24	24	25	18	12	18	23	28
ENSMUSG00000063011	148	36	24	135	88	28	37	11	20	41	16	43
ENSMUSG00000041062	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000021907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078719	77	40	63	39	55	74	60	106	95	46	60	110
ENSMUSG00000031207	4065	789	1316	1169	4795	941	1613	928	1262	1147	8721	3835
ENSMUSG00000025044	866	151	194	222	1046	188	412	188	221	196	3527	597
ENSMUSG00000054733	1	3	3	0	0	0	1	1	1	1	0	1
ENSMUSG00000023094	254	209	250	182	183	184	187	244	180	103	130	255
ENSMUSG00000051236	617	238	364	296	472	377	474	354	328	363	530	555
ENSMUSG00000032591	4193	2530	4590	2453	2702	3155	3103	3439	2517	2399	1636	4506
ENSMUSG00000032584	20	7	15	15	4	8	17	6	35	3	26	15
ENSMUSG00000026100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068922	280	139	206	146	156	128	156	169	180	113	198	211
ENSMUSG00000048450	3	0	0	0	2	1	0	2	1	0	0	1
ENSMUSG00000021469	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000025469	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031765	1523	2513	11916	8324	1463	515	21114	1580	456	3588	4050	1631
ENSMUSG00000031762	731	724	3601	4280	570	125	11560	377	179	1319	2172	694
ENSMUSG00000031760	0	0	1	0	0	0	0	0	8	0	0	0
ENSMUSG00000031757	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000021144	906	482	711	574	673	619	522	620	593	536	733	840
ENSMUSG00000071646	1425	783	934	803	1258	1010	858	1117	939	895	1385	1542
ENSMUSG00000055817	34	7	16	9	40	18	7	6	16	7	60	27
ENSMUSG00000091510	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000062937	477	310	398	312	390	360	395	488	297	234	514	524
ENSMUSG00000067878	42	2	8	6	44	0	8	2	8	2	16	27
ENSMUSG00000022369	45	21	21	12	35	12	17	18	33	14	26	32
ENSMUSG00000024012	1809	1220	1585	1349	1583	1107	1265	1455	1465	1027	1315	1973
ENSMUSG00000027282	2613	1756	2134	1883	2000	2228	1757	2720	2648	1897	1429	3377
ENSMUSG00000031200	129	58	100	73	102	93	59	93	101	87	75	127
ENSMUSG00000022255	1664	845	1056	1099	1437	1141	1163	1217	1433	999	2085	1813
ENSMUSG00000040429	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000021519	342	303	289	311	289	366	268	366	341	296	275	486
ENSMUSG00000026273	439	343	430	386	351	360	283	385	241	286	196	491
ENSMUSG00000049038	76	35	76	31	53	40	48	65	53	18	28	88
ENSMUSG00000028890	510	298	369	329	405	391	391	616	413	342	469	690
ENSMUSG00000029267	18	5	9	13	10	14	8	9	12	5	9	12
ENSMUSG00000059183	210	129	133	121	142	139	152	154	150	82	135	231
ENSMUSG00000004748	430	505	425	531	382	513	427	563	412	386	167	725
ENSMUSG00000027601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039018	360	203	296	198	225	303	213	332	286	203	216	403
ENSMUSG00000021048	4855	4331	5984	3988	3538	4290	4021	5488	2702	3114	2000	6148
ENSMUSG00000040675	10	2	8	0	11	4	0	3	9	9	15	4
ENSMUSG00000005667	165	3	25	13	160	12	26	9	174	26	146	53
ENSMUSG00000029376	44	16	31	18	38	26	15	15	27	15	23	24
ENSMUSG00000029009	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000066442	10	3	7	5	5	5	10	5	2	3	2	7
ENSMUSG00000031816	52	22	32	23	39	28	41	32	25	18	42	56
ENSMUSG00000020459	712	457	633	509	577	612	442	802	593	475	534	907
ENSMUSG00000016510	97	66	84	93	74	76	60	94	56	57	85	117
ENSMUSG00000024905	22	11	23	10	24	20	12	21	9	23	41	42
ENSMUSG00000031337	0	0	0	2	1	0	1	1	1	3	6	1
ENSMUSG00000015214	1034	504	726	573	715	737	519	855	675	619	633	1051
ENSMUSG00000030522	842	579	540	578	737	856	634	935	726	598	814	1185
ENSMUSG00000045934	287	50	102	67	160	61	286	66	490	105	262	127
ENSMUSG00000039458	343	253	274	267	324	211	293	309	428	250	351	371
ENSMUSG00000030269	497	270	434	315	404	299	303	343	313	298	376	504
ENSMUSG00000031918	24	9	13	12	28	8	14	20	15	10	19	26
ENSMUSG00000034354	1299	659	815	800	1032	918	786	799	979	791	1262	1154
ENSMUSG00000018401	1151	707	744	650	923	730	902	825	911	689	852	1187
ENSMUSG00000021987	980	474	566	579	904	602	608	717	763	582	1585	1036
ENSMUSG00000039431	82	30	52	27	42	34	39	49	28	52	32	51
ENSMUSG00000035078	539	331	338	324	442	374	333	455	483	273	379	611
ENSMUSG00000054764	53	2	10	0	30	11	0	9	33	4	20	20
ENSMUSG00000050901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032342	336	224	268	275	271	317	206	325	330	224	245	477
ENSMUSG00000028991	1741	912	1645	1181	1274	1514	1128	1376	1313	1020	1163	1830
ENSMUSG00000024234	492	346	389	315	354	373	288	469	328	250	282	537
ENSMUSG00000029840	3425	2058	2455	2634	2579	2668	2034	3036	2568	2278	3382	3830
ENSMUSG00000021311	360	150	150	150	293	195	174	195	191	168	608	313
ENSMUSG00000022022	171	126	183	112	136	102	120	178	130	98	114	214
ENSMUSG00000019774	113	82	81	98	83	59	77	114	92	64	92	136
ENSMUSG00000034617	299	178	210	187	210	215	175	246	189	166	233	317
ENSMUSG00000022353	384	265	332	241	290	421	238	453	241	196	206	533
ENSMUSG00000033763	146	79	103	97	114	97	68	116	91	90	129	153
ENSMUSG00000028158	277	227	205	341	225	268	198	347	272	184	105	398
ENSMUSG00000045636	1430	1455	1260	1275	1149	1441	1335	1531	1420	1123	718	1878
ENSMUSG00000029651	20	13	22	34	49	9	10	26	11	12	18	28
ENSMUSG00000064068	30	21	14	13	24	34	17	18	10	17	19	30
ENSMUSG00000027099	1009	726	876	720	655	793	659	921	847	634	540	1102
ENSMUSG00000021704	663	376	646	384	425	658	249	793	442	502	406	891
ENSMUSG00000042784	67	12	23	19	29	18	28	76	33	15	30	31
ENSMUSG00000022824	2	0	1	0	1	1	8	2	18	3	8	2
ENSMUSG00000050808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044021	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035638	1	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000079620	4	0	1	0	3	0	8	12	0	0	5	1
ENSMUSG00000037974	1	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000066108	1	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000048191	2	0	1	0	1	1	1	2	1	0	3	0
ENSMUSG00000060311	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059908	32350	5718	17048	4097	28310	40058	12298	49425	14510	24835	16456	56781
ENSMUSG00000030131	12433	2796	12480	1283	8338	9196	5758	9953	5338	8822	6604	12978
ENSMUSG00000041241	1005	658	959	747	731	936	683	1045	592	629	529	1235
ENSMUSG00000020156	318	200	303	172	255	207	253	198	168	172	276	334
ENSMUSG00000042515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078683	3	15	1	8	13	116	1	204	4	0	0	145
ENSMUSG00000078680	0	2	0	2	2	5	1	8	1	0	0	1
ENSMUSG00000073834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094793	1	1	0	0	9	34	1	84	1	0	0	52
ENSMUSG00000089873	1	2	0	0	0	6	0	5	2	5	0	13
ENSMUSG00000073830	1	1	0	0	39	36	0	51	2	1	2	82
ENSMUSG00000096674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078675	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078673	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078672	108047	396	595	328	120698	117574	575	79994	47660	48316	54102	135151
ENSMUSG00000066153	387	23	52	66	460	1173	16	948	393	344	22	1234
ENSMUSG00000066154	8288	3161	1796	9516	21273	57710	2490	57899	8969	19049	2536	64471
ENSMUSG00000041333	12	44	9	51	11	12	3	16	10	3	0	29
ENSMUSG00000058523	0	4	0	1	3	3	0	5	2	1	0	4
ENSMUSG00000078689	20	226	48	176	49	35	22	73	25	14	1	111
ENSMUSG00000073842	14	18	4	27	148	655	20	1342	58	19	9	983
ENSMUSG00000078687	1	3	1	1	4	4	0	3	0	0	0	6
ENSMUSG00000078686	26	29	9	62	42	160	31	228	15	18	3	208
ENSMUSG00000028348	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000024906	150	100	129	118	143	116	101	127	93	90	165	164
ENSMUSG00000057280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042485	171	72	133	172	108	93	285	80	35	222	138	125
ENSMUSG00000023921	4343	3526	4741	3389	3093	3513	2576	4816	4031	2685	1844	5817
ENSMUSG00000028687	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000006517	26	15	25	18	13	5	58	5	22	5	12	10
ENSMUSG00000041939	742	341	761	304	458	382	1112	566	551	159	406	576
ENSMUSG00000030681	2096	880	1547	1047	1588	1198	1664	1066	2067	1010	1883	1643
ENSMUSG00000000386	36	2	6	3	20	2	11	7	14	5	29	11
ENSMUSG00000023341	3	3	2	4	7	2	2	2	2	5	3	3
ENSMUSG00000001156	235	115	163	157	236	139	175	108	134	138	284	211
ENSMUSG00000021485	155	91	108	95	129	120	112	137	138	78	140	202
ENSMUSG00000037235	697	402	496	455	519	440	429	561	599	409	572	638
ENSMUSG00000025025	44	33	48	33	37	42	18	37	22	53	64	58
ENSMUSG00000020814	143	64	94	101	110	58	65	100	57	60	100	102
ENSMUSG00000029070	381	211	269	257	321	182	179	230	121	210	259	356
ENSMUSG00000068566	98	29	63	40	67	34	48	43	63	31	91	67
ENSMUSG00000025141	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000019982	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000040463	2007	899	1279	963	1461	1177	1164	1338	1447	893	1602	1727
ENSMUSG00000025912	61	6	11	9	20	6	27	16	211	9	50	25
ENSMUSG00000017861	32	7	18	12	40	16	19	20	15	10	46	33
ENSMUSG00000020061	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038670	2	1	5	0	3	0	0	1	2	2	2	2
ENSMUSG00000002100	5	2	6	2	8	3	4	2	0	1	8	4
ENSMUSG00000042451	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000068745	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000022346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028647	410	253	271	237	258	290	251	336	267	250	207	411
ENSMUSG00000033004	1727	873	1032	894	1563	962	908	1074	1099	768	2018	1572
ENSMUSG00000039110	6	0	2	1	6	3	5	3	3	4	21	5
ENSMUSG00000037169	38	0	8	2	25	22	22	13	38	11	55	37
ENSMUSG00000044597	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046916	120	93	128	143	111	102	85	106	109	125	149	145
ENSMUSG00000032508	520	265	318	307	573	281	383	267	353	284	896	547
ENSMUSG00000027201	10	6	2	2	11	17	7	11	6	10	13	19
ENSMUSG00000073616	132	73	108	113	90	96	78	101	101	72	107	139
ENSMUSG00000000435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035923	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001285	357	244	307	229	317	311	264	306	305	236	255	409
ENSMUSG00000056328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020900	1042	160	445	171	635	314	359	471	1033	291	734	685
ENSMUSG00000018830	2	0	0	1	1	0	2	1	1	1	1	2
ENSMUSG00000060180	0	1	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000030739	562	364	572	414	398	308	451	438	544	164	245	581
ENSMUSG00000092009	6	0	1	2	9	0	2	0	1	0	13	8
ENSMUSG00000033196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020908	1	0	0	0	3	0	0	1	0	0	0	0
ENSMUSG00000057003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053093	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000074652	1	1	3	2	0	4	3	2	2	0	1	1
ENSMUSG00000055775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022443	7830	2882	4873	3488	6309	3493	4889	3382	4776	2899	7296	6014
ENSMUSG00000061816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005474	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024048	1712	558	843	757	1357	780	815	736	1276	749	2263	1429
ENSMUSG00000034868	1550	615	899	720	1382	761	928	814	1028	682	1808	1337
ENSMUSG00000013936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059741	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000061086	11	8	6	11	10	12	7	13	17	11	13	19
ENSMUSG00000090841	3575	1726	2559	1789	2728	2066	2090	2156	2762	1975	3671	3234
ENSMUSG00000039824	16	11	10	14	17	7	13	11	18	2	11	12
ENSMUSG00000020469	22	9	3	19	19	2	8	0	2	12	5	10
ENSMUSG00000067818	83	22	32	33	115	38	41	43	71	21	215	102
ENSMUSG00000038175	292	129	209	193	283	167	162	185	67	201	491	281
ENSMUSG00000022836	2520	1793	2492	1791	1995	1836	1709	2622	2268	1338	1334	3087
ENSMUSG00000027470	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031698	11	15	5	13	16	12	10	8	6	4	14	12
ENSMUSG00000044951	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000030672	15	7	8	11	12	4	7	5	4	11	9	8
ENSMUSG00000037730	287	188	220	184	212	179	187	234	215	188	243	293
ENSMUSG00000022272	1875	949	1073	1166	1427	1463	820	1214	1140	1006	1507	1828
ENSMUSG00000042678	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039057	3	0	1	0	0	0	0	0	0	0	1	3
ENSMUSG00000000631	3076	1745	2822	2149	2162	2757	2370	2558	2243	2144	1884	3410
ENSMUSG00000072720	9	5	6	2	8	2	4	5	3	2	10	4
ENSMUSG00000020527	200	206	194	246	184	232	190	272	303	148	150	274
ENSMUSG00000025401	1	0	3	2	1	1	1	3	0	0	2	5
ENSMUSG00000018417	22	19	25	17	16	14	24	29	17	16	21	28
ENSMUSG00000017774	29	13	8	12	29	17	16	22	30	19	45	31
ENSMUSG00000035441	626	534	574	434	475	401	507	485	524	294	355	595
ENSMUSG00000032220	1410	459	736	768	887	906	725	837	976	892	815	1302
ENSMUSG00000024300	765	125	294	209	967	144	316	104	205	180	1300	522
ENSMUSG00000020437	339	54	139	100	466	79	122	51	74	84	497	187
ENSMUSG00000066952	7	2	2	0	7	0	2	2	1	3	6	1
ENSMUSG00000025716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042064	9	1	7	1	2	1	2	3	1	1	8	2
ENSMUSG00000034593	161	35	132	75	167	57	63	47	84	81	164	78
ENSMUSG00000025885	756	491	713	595	565	487	797	582	976	364	385	814
ENSMUSG00000033590	23	2	11	2	9	9	5	15	7	8	9	9
ENSMUSG00000033577	1533	961	1190	1035	1124	1486	997	1719	1474	1267	857	2175
ENSMUSG00000030761	3	2	4	2	5	3	1	1	0	2	7	6
ENSMUSG00000024388	31	1	21	1	7	1	12	3	24	5	15	2
ENSMUSG00000039585	773	260	261	324	803	251	472	281	311	284	3201	696
ENSMUSG00000004677	50	18	23	15	66	29	38	26	43	30	59	43
ENSMUSG00000026697	6	1	2	4	2	1	0	2	2	2	0	0
ENSMUSG00000020542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048612	684	123	256	188	943	134	239	131	320	173	1383	401
ENSMUSG00000026459	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024049	6	1	2	2	6	1	4	3	2	0	13	1
ENSMUSG00000031461	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000037139	12	3	6	5	1	9	68	5	12	8	12	8
ENSMUSG00000024471	0	0	0	0	0	0	0	0	39	0	1	0
ENSMUSG00000068697	5	1	1	0	7	2	0	0	0	1	6	2
ENSMUSG00000028116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049173	2	2	2	0	1	1	4	1	9	0	0	2
ENSMUSG00000020067	5	1	0	0	2	6	0	4	10	2	0	3
ENSMUSG00000048481	45	17	15	18	38	24	24	16	25	20	15	34
ENSMUSG00000041794	9	1	6	5	5	2	2	6	1	8	1	11
ENSMUSG00000062627	558	266	399	310	426	397	284	398	316	381	535	505
ENSMUSG00000010505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061911	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041361	87	41	38	39	49	46	39	49	185	50	43	68
ENSMUSG00000030380	9	7	5	6	7	6	4	10	5	6	14	9
ENSMUSG00000033186	486	288	385	374	371	413	278	475	401	339	414	601
ENSMUSG00000022671	279	191	247	234	231	219	194	266	215	156	144	369
ENSMUSG00000036062	41	12	20	25	20	16	11	18	11	26	9	19
ENSMUSG00000031652	797	338	475	440	700	494	404	594	644	470	708	858
ENSMUSG00000037795	467	363	385	373	383	362	297	607	319	320	277	713
ENSMUSG00000041132	820	915	1308	1165	796	831	550	822	462	994	549	1188
ENSMUSG00000029655	922	618	742	553	702	613	636	840	641	529	701	980
ENSMUSG00000001053	76	34	73	52	63	43	73	59	113	43	83	92
ENSMUSG00000044442	24	13	33	23	22	26	15	24	26	13	32	40
ENSMUSG00000021951	141	59	97	55	125	70	98	95	142	40	108	138
ENSMUSG00000031388	75	44	75	64	58	74	57	82	75	52	30	89
ENSMUSG00000046000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063273	1070	692	755	671	887	967	821	1188	961	704	1055	1289
ENSMUSG00000022020	241	162	158	203	177	234	150	209	202	232	206	290
ENSMUSG00000002728	29	8	17	13	29	13	15	16	20	12	10	29
ENSMUSG00000042719	519	255	284	291	346	387	311	405	418	238	431	530
ENSMUSG00000036282	551	277	386	398	393	421	394	566	490	399	392	709
ENSMUSG00000021555	675	507	545	560	489	468	450	661	495	385	539	749
ENSMUSG00000044155	248	76	140	97	190	109	81	117	115	85	184	170
ENSMUSG00000024764	436	190	248	180	401	230	262	301	230	230	430	475
ENSMUSG00000022698	2109	1513	1698	1864	1572	2014	1377	2262	1835	1692	2107	2910
ENSMUSG00000029413	8	1	2	2	6	2	3	4	5	1	14	6
ENSMUSG00000043943	107	48	58	50	74	31	36	39	31	51	57	63
ENSMUSG00000054999	1	0	0	0	3	0	1	0	0	0	1	0
ENSMUSG00000002881	2192	1285	1979	1804	1600	1931	1426	1931	1730	1870	1420	2575
ENSMUSG00000025402	51	21	57	33	38	27	40	23	26	29	85	60
ENSMUSG00000061315	256	156	207	184	231	211	163	245	226	153	197	320
ENSMUSG00000041073	2	2	1	0	8	3	3	2	4	2	14	7
ENSMUSG00000001910	957	447	474	377	812	547	548	694	784	408	845	914
ENSMUSG00000026932	11	7	8	4	7	6	10	7	4	8	5	7
ENSMUSG00000029063	240	191	178	188	193	175	176	189	202	132	165	247
ENSMUSG00000031090	628	383	586	334	454	587	427	624	368	400	293	772
ENSMUSG00000031878	569	399	474	398	429	434	350	522	565	374	405	683
ENSMUSG00000014907	87	46	45	38	55	48	54	65	40	44	94	81
ENSMUSG00000022453	1117	613	934	677	862	715	684	727	715	687	949	1154
ENSMUSG00000034744	27	21	38	16	30	22	11	21	30	13	54	22
ENSMUSG00000001751	1001	508	775	414	864	576	648	736	651	444	841	960
ENSMUSG00000023143	4	5	2	3	6	2	4	4	6	4	12	5
ENSMUSG00000048217	431	352	454	300	323	398	438	437	407	294	251	556
ENSMUSG00000039164	52	30	38	31	50	30	49	35	55	33	62	81
ENSMUSG00000021640	66	18	18	25	83	17	46	10	12	29	299	56
ENSMUSG00000078945	8	4	2	1	6	2	4	3	2	6	10	7
ENSMUSG00000071203	160	49	92	69	134	61	121	49	51	69	645	122
ENSMUSG00000078942	51	8	26	24	69	13	22	20	14	28	213	60
ENSMUSG00000000197	6	0	3	1	1	4	2	0	1	2	1	2
ENSMUSG00000020572	4599	2599	2971	2491	3270	2916	2084	3101	2632	2420	3494	4242
ENSMUSG00000012396	0	0	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000072437	3	1	4	4	5	2	2	2	12	2	10	4
ENSMUSG00000051965	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000056155	0	0	1	0	0	0	0	0	1	1	0	0
ENSMUSG00000053916	343	275	316	325	272	347	182	382	304	261	190	453
ENSMUSG00000028334	442	137	220	194	412	249	191	228	322	112	525	452
ENSMUSG00000058799	635	313	405	338	574	406	349	442	725	433	737	695
ENSMUSG00000082229	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000055733	46	30	31	29	36	16	48	34	33	19	20	40
ENSMUSG00000059119	1260	867	1085	845	1038	996	749	1088	1105	723	1124	1348
ENSMUSG00000055430	19	6	6	5	3	5	5	9	2	6	7	8
ENSMUSG00000006024	2039	1213	1437	1164	1405	1320	1252	1536	1571	1125	1614	2068
ENSMUSG00000027438	61	58	57	48	54	57	41	62	57	50	44	78
ENSMUSG00000044968	31	16	19	13	32	19	33	13	56	29	1500	31
ENSMUSG00000024581	570	301	372	326	502	365	306	427	487	340	660	571
ENSMUSG00000022574	1953	1777	2141	2163	1659	2177	2050	2071	1660	1545	944	2717
ENSMUSG00000002204	90	22	107	106	208	35	59	31	16	26	202	132
ENSMUSG00000000056	1543	877	1106	1134	964	1397	1275	1475	1066	1047	1088	2270
ENSMUSG00000002280	460	361	452	328	382	400	302	461	331	309	383	615
ENSMUSG00000032235	363	203	294	223	237	197	240	298	225	226	278	350
ENSMUSG00000024587	71	42	43	49	57	56	40	61	72	39	73	103
ENSMUSG00000018995	420	233	304	268	282	370	219	503	308	283	226	578
ENSMUSG00000028693	53	28	27	34	41	47	18	36	41	36	34	59
ENSMUSG00000025588	24	49	56	37	17	21	37	36	27	14	12	58
ENSMUSG00000027185	532	333	385	289	369	326	356	429	462	297	424	528
ENSMUSG00000035285	7	6	6	8	11	8	9	15	10	7	12	17
ENSMUSG00000051147	33	13	21	18	26	29	12	23	16	15	17	36
ENSMUSG00000056426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079334	792	701	755	623	668	654	680	928	784	534	460	1176
ENSMUSG00000030004	552	16	67	9	509	710	13	1008	1212	233	176	1255
ENSMUSG00000048142	9	3	7	2	8	4	8	2	1	4	16	6
ENSMUSG00000015542	450	380	464	300	335	335	317	492	347	215	287	537
ENSMUSG00000090399	435	199	305	242	451	218	189	237	266	215	580	438
ENSMUSG00000052512	3	1	1	0	1	0	1	2	3	2	4	2
ENSMUSG00000020181	6	0	0	2	1	2	1	0	1	1	3	0
ENSMUSG00000020576	743	310	491	413	496	404	457	478	568	275	426	733
ENSMUSG00000027799	114	26	71	51	92	53	40	51	90	80	369	75
